"CASEID" "ASEID" "Intel_G2" "Intel_G2_SE" "MCASEID" "AFI_G2" "SiblinginSample" "dup"
"542" 62102 2 -0.051 0.543 621 NA 0 3
"543" 62103 3 -2.322 0.543 621 17 0 3
"544" 62201 1 2.705 0.543 622 NA 0 3
"545" 62202 2 1.74 0.573 622 NA 0 3
"546" 62203 3 1.975 0.573 622 NA 1 3
"547" 62301 1 0.406 0.543 623 15 0 2
"548" 62302 2 0.917 0.543 623 14 0 2
"549" 62701 1 -2.581 0.543 627 19 0 4
"550" 62702 2 0.726 0.543 627 13.5 0 4
"551" 62703 3 0.977 0.543 627 14 0 4
"552" 62704 NA NA NA 627 NA 0 4
"553" 63201 1 -0.88 0.543 632 16 0 3
"554" 63202 2 -0.895 0.573 632 14.5 0 3
"555" 63203 3 0.915 0.543 632 14 0 3
"556" 63401 NA NA NA 634 NA 0 3
"557" 63402 NA NA NA 634 NA 1 3
"558" 63403 NA NA NA 634 NA 0 3
"559" 63501 1 0.479 0.543 635 NA 0 2
"560" 63502 2 0.556 0.543 635 18 0 2
"561" 64001 1 1.952 0.543 640 19 0 2
"562" 64002 2 0.259 0.543 640 15 0 2
"563" 64201 1 -0.886 0.543 642 NA 0 2
"564" 64202 2 -1.243 0.573 642 NA 0 2
"565" 64301 NA NA NA 643 NA 0 1
"566" 64801 1 1.687 0.543 648 14 0 1
"567" 65001 1 -0.665 0.573 650 14 0 2
"568" 65002 2 0.29 0.573 650 NA 0 2
"569" 65401 1 0.559 0.543 654 15 0 1
"570" 65601 1 2.784 0.543 656 NA 0 2
"571" 65602 2 1.604 0.573 656 NA 0 2
"572" 65701 1 1.832 0.573 657 NA 0 2
"573" 65702 2 0.957 0.543 657 NA 0 2
"574" 66001 1 0.736 0.543 660 NA 0 3
"575" 66002 2 -0.782 0.543 660 NA 0 3
"576" 66003 3 -0.139 0.573 660 NA 0 3
"577" 66201 1 -0.591 0.543 662 21 0 2
"578" 66202 2 -0.403 0.573 662 17 0 2
"579" 66401 1 2.267 0.543 664 18 1 2
"580" 66402 2 -0.075 0.543 664 16 1 2
"581" 66501 1 1.392 0.543 665 NA 1 2
"582" 66502 2 2.347 0.543 665 NA 0 2
"583" 66801 NA NA NA 668 NA 0 5
"584" 66802 NA NA NA 668 NA 0 5
"585" 66803 NA NA NA 668 14 0 5
"586" 66804 NA NA NA 668 16 0 5
"587" 66805 NA NA NA 668 NA 0 5
"588" 67701 1 -0.554 0.543 677 17 0 4
"589" 67702 2 1.154 0.543 677 15 0 4
"590" 67703 3 1.247 0.543 677 NA 0 4
"591" 67704 4 -0.162 0.543 677 21 0 4
"592" 68801 1 0.355 0.543 688 18 0 2
"593" 68802 2 0.321 0.543 688 NA 0 2
"594" 68901 1 -0.197 0.543 689 16 0 3
"595" 68902 NA NA NA 689 15 0 3
"596" 68903 3 0.081 0.573 689 NA 0 3
"597" 69101 1 -2.66 0.543 691 NA 1 3
"598" 69102 NA NA NA 691 NA 1 3
"599" 69103 NA NA NA 691 NA 1 3
"600" 69201 1 0.258 0.543 692 17 0 2
"601" 69202 2 -2.796 0.543 692 17 0 2
"602" 69401 NA NA NA 694 NA 0 4
"603" 69402 NA NA NA 694 NA 0 4
"604" 69403 NA NA NA 694 NA 0 4
"605" 69404 NA NA NA 694 NA 1 4
"606" 69601 NA NA NA 696 17 0 1
"607" 69801 1 -3.644 0.543 698 NA 0 2
"608" 69802 2 1.184 0.543 698 16 0 2
"609" 70301 1 1.432 0.573 703 13.5 0 3
"610" 70302 2 -1.249 0.543 703 17 1 3
"611" 70303 3 -2.681 0.573 703 14 0 3
"612" 70401 1 2.162 0.573 704 18 0 2
"613" 70402 2 0.957 0.543 704 16 0 2
"614" 70601 1 0.284 0.543 706 13.5 0 5
"615" 70602 2 -0.015 0.543 706 13.5 0 5
"616" 70603 3 -0.344 0.543 706 NA 0 5
"617" 70604 4 -2.403 0.543 706 21 1 5
"618" 70605 5 0.912 0.573 706 17 0 5
"619" 70801 1 -1.844 0.543 708 14 0 1
"620" 71201 1 0.272 0.543 712 16 0 2
"621" 71202 2 -1.118 0.543 712 14.5 1 2
"622" 71301 1 0.31 0.543 713 14 0 2
"623" 71302 2 1.775 0.543 713 15 0 2
"624" 72001 1 -2.384 0.573 720 22 0 2
"625" 72002 2 -0.971 0.543 720 16 0 2
"626" 72101 1 0.194 0.543 721 17 1 2
"627" 72102 2 -2.6 0.543 721 17 1 2
"628" 72401 1 1.973 0.543 724 16 1 2
"629" 72402 2 2.371 0.543 724 16 1 2
"630" 72601 1 -1.277 0.543 726 16 1 3
"631" 72602 2 -1.384 0.573 726 NA 0 3
"632" 72603 3 -1.323 0.543 726 NA 0 3
"633" 73301 1 -1.14 0.573 733 NA 0 4
"634" 73302 2 -0.319 0.573 733 20 0 4
"635" 73303 3 -0.704 0.573 733 14 0 4
"636" 73304 4 -1.167 0.543 733 18 0 4
"637" 73601 1 1.431 0.543 736 17 1 2
"638" 73602 2 0.934 0.543 736 16 0 2
"639" 73901 1 -0.262 0.543 739 19 0 3
"640" 73902 2 0.527 0.573 739 NA 0 3
"641" 73903 3 1.87 0.543 739 16 0 3
"642" 74001 1 0.537 0.543 740 17 1 1
"643" 74301 1 1.31 0.543 743 15 1 2
"644" 74302 2 0.486 0.543 743 NA 0 2
"645" 74401 1 -2.738 0.543 744 NA 0 2
"646" 74402 2 0.407 0.573 744 NA 0 2
"647" 74601 1 -0.456 0.543 746 NA 0 2
"648" 74602 2 0.425 0.543 746 15 0 2
"649" 75201 NA NA NA 752 17 0 2
"650" 75202 2 0.912 0.543 752 17 0 2
"651" 75501 1 -0.271 0.543 755 20 0 3
"652" 75502 2 -1.231 0.543 755 17 0 3
"653" 75503 3 0.681 0.573 755 17 0 3
"654" 75601 1 1.752 0.543 756 14 0 5
"655" 75602 2 0.304 0.543 756 14 0 5
"656" 75603 3 -2.556 0.543 756 16 0 5
"657" 75604 4 -1.788 0.573 756 15 0 5
"658" 75605 5 0.535 0.543 756 NA 1 5
"659" 75701 1 -0.199 0.543 757 13.5 0 2
"660" 75702 2 2.266 0.543 757 16 0 2
"661" 75801 1 1.521 0.543 758 18 0 1
"662" 75901 1 -0.82 0.543 759 13 0 4
"663" 75902 2 0.185 0.543 759 17 0 4
"664" 75903 3 -1.571 0.543 759 NA 0 4
"665" 75904 4 -1.261 0.543 759 13 0 4
"666" 76101 1 0.248 0.543 761 16.5 0 3
"667" 76102 2 1.653 0.543 761 14 0 3
"668" 76103 3 0.955 0.543 761 15 0 3
"669" 76401 1 1.628 0.543 764 15 0 5
"670" 76402 2 1.04 0.543 764 15 0 5
"671" 76403 3 1.199 0.543 764 13 0 5
"672" 76404 4 1.192 0.543 764 15 0 5
"673" 76405 5 1.022 0.543 764 15 0 5
"674" 76801 1 0.365 0.543 768 15 0 4
"675" 76802 2 0.614 0.543 768 17 1 4
"676" 76803 3 -0.611 0.543 768 15 0 4
"677" 76804 4 -0.323 0.543 768 15 0 4
"678" 77001 1 1.507 0.573 770 14 0 2
"679" 77002 2 -1.996 0.543 770 16 0 2
"680" 77501 1 1.283 0.543 775 15 0 3
"681" 77502 2 1.474 0.543 775 15 0 3
"682" 77503 3 2.044 0.543 775 16 0 3
"683" 77901 1 1.269 0.573 779 17 0 1
"684" 78301 1 1.298 0.543 783 16 0 1
"685" 78501 NA NA NA 785 NA 0 1
"686" 78701 NA NA NA 787 NA 0 1
"687" 78801 NA NA NA 788 NA 0 1
"688" 78901 1 -1.147 0.543 789 22 0 1
"689" 79001 NA NA NA 790 17 0 1
"690" 79201 1 -0.017 0.543 792 18 0 4
"691" 79202 2 -1.336 0.543 792 18 0 4
"692" 79203 3 -0.133 0.543 792 18 0 4
"693" 79204 4 0.755 0.543 792 NA 0 4
"694" 80101 1 2.787 0.543 801 17 0 3
"695" 80102 2 0.74 0.543 801 18 0 3
"696" 80103 3 0.657 0.543 801 17 0 3
"697" 80301 1 0.357 0.543 803 NA 0 6
"698" 80302 2 0.954 0.543 803 16 1 6
"699" 80303 3 -0.044 0.543 803 15 1 6
"700" 80304 4 0.32 0.543 803 NA 1 6
"701" 80305 5 0.379 0.573 803 NA 0 6
"702" 80306 6 1.006 0.543 803 NA 0 6
"703" 80401 1 0.424 0.543 804 17 0 2
"704" 80402 2 0.647 0.543 804 NA 0 2
"705" 80501 1 0.128 0.543 805 NA 0 1
"706" 81001 1 1.605 0.543 810 16 1 1
"707" 81101 1 2.608 0.543 811 NA 0 1
"708" 81201 1 1.157 0.543 812 17 0 4
"709" 81202 2 1.29 0.543 812 19 0 4
"710" 81203 NA NA NA 812 18 0 4
"711" 81204 4 -0.24 0.543 812 16 0 4
"712" 81401 1 0.842 0.543 814 17 0 2
"713" 81402 2 0.017 0.543 814 16 1 2
"714" 81601 NA NA NA 816 NA 0 2
"715" 81602 NA NA NA 816 NA 0 2
"716" 82001 1 0.838 0.573 820 NA 0 1
"717" 82401 NA NA NA 824 NA 0 1
"718" 82801 1 1.026 0.543 828 16 1 2
"719" 82802 2 0.639 0.543 828 17 0 2
"720" 82901 1 1.62 0.543 829 15 0 2
"721" 82902 2 -0.231 0.543 829 16 0 2
"722" 83001 1 0.523 0.573 830 17 1 1
"723" 83101 1 -0.79 0.543 831 18 0 4
"724" 83102 2 0.46 0.543 831 16 0 4
"725" 83103 3 0.823 0.573 831 16 0 4
"726" 83104 NA NA NA 831 NA 0 4
"727" 83401 1 -0.013 0.543 834 13 0 3
"728" 83402 2 -1.485 0.573 834 16 0 3
"729" 83403 3 -0.776 0.543 834 12 0 3
"730" 83501 NA NA NA 835 NA 0 2
"731" 83502 2 -1.001 0.543 835 NA 0 2
"732" 83601 1 1.976 0.573 836 14 1 3
"733" 83602 2 0.873 0.573 836 17 0 3
"734" 83603 3 1.44 0.543 836 17 0 3
"735" 83901 1 -2.88 0.543 839 17 0 1
"736" 84001 1 -2.306 0.543 840 NA 0 2
"737" 84002 2 -3.841 0.555 840 NA 0 2
"738" 84101 1 0.527 0.543 841 13.5 0 2
"739" 84102 2 -4.085 0.543 841 20 1 2
"740" 84201 1 -1.026 0.543 842 17 0 1
"741" 84301 1 0.554 0.543 843 17 0 1
"742" 84501 NA NA NA 845 NA 1 3
"743" 84502 NA NA NA 845 NA 0 3
"744" 84503 3 -1.679 0.573 845 14 0 3
"745" 84801 1 1.643 0.543 848 15 0 1
"746" 85201 1 0.608 0.573 852 18 0 1
"747" 85401 1 1.213 0.543 854 15 0 4
"748" 85402 2 -0.918 0.543 854 18 0 4
"749" 85403 3 0.382 0.543 854 14 0 4
"750" 85404 4 -1.78 0.543 854 NA 0 4
"751" 85501 1 1.087 0.543 855 16 0 2
"752" 85502 2 0.416 0.543 855 18 0 2
"753" 85601 1 -0.766 0.555 856 16 0 3
"754" 85602 NA NA NA 856 17 0 3
"755" 85603 NA NA NA 856 14 1 3
"756" 86201 1 0.98 0.543 862 19 1 2
"757" 86202 2 0.061 0.543 862 16 0 2
"758" 86601 1 -1.176 0.573 866 21 0 3
"759" 86602 NA NA NA 866 17 1 3
"760" 86603 3 -0.795 0.573 866 NA 1 3
"761" 86701 NA NA NA 867 NA 0 1
"762" 86901 NA NA NA 869 NA 0 2
"763" 86902 NA NA NA 869 NA 0 2
"764" 87501 1 0.233 0.543 875 17 0 1
"765" 87601 NA NA NA 876 NA 0 4
"766" 87602 2 0.194 0.543 876 NA 1 4
"767" 87603 NA NA NA 876 NA 0 4
"768" 87604 NA NA NA 876 NA 0 4
"769" 87901 1 1.124 0.543 879 18 0 2
"770" 87902 2 0.099 0.543 879 14 0 2
"771" 88001 1 1.843 0.543 880 17 0 3
"772" 88002 2 1.57 0.543 880 18 0 3
"773" 88003 3 1.097 0.543 880 21 0 3
"774" 88601 1 1.891 0.573 886 NA 0 2
"775" 88602 2 0.431 0.543 886 NA 0 2
"776" 88701 1 0.904 0.543 887 17 0 2
"777" 88702 2 -2.987 0.543 887 20 0 2
"778" 88901 1 0.576 0.543 889 18 0 2
"779" 88902 2 0.094 0.543 889 16 0 2
"780" 89301 1 -0.224 0.543 893 17 0 3
"781" 89302 2 -0.357 0.543 893 17 0 3
"782" 89303 3 -0.538 0.543 893 15 0 3
"783" 89401 NA NA NA 894 NA 0 3
"784" 89402 NA NA NA 894 NA 0 3
"785" 89403 NA NA NA 894 NA 0 3
"786" 89501 1 1.462 0.543 895 NA 1 2
"787" 89502 NA NA NA 895 NA 0 2
"788" 89601 1 2.835 0.543 896 NA 0 2
"789" 89602 2 2.522 0.543 896 NA 0 2
"790" 89801 1 1.001 0.543 898 18 1 3
"791" 89802 2 2.66 0.543 898 19 0 3
"792" 89803 3 1.06 0.543 898 NA 0 3
"793" 90001 1 1.036 0.543 900 17 0 4
"794" 90002 2 1.141 0.573 900 19 0 4
"795" 90003 3 2.15 0.543 900 NA 0 4
"796" 90004 4 -3.864 0.543 900 NA 1 4
"797" 90401 NA NA NA 904 NA 0 1
"798" 90601 1 1.538 0.543 906 NA 0 3
"799" 90602 2 2.178 0.543 906 NA 0 3
"800" 90603 3 2.164 0.543 906 NA 1 3
"801" 91201 1 0.776 0.543 912 20 0 2
"802" 91202 2 2.187 0.543 912 18 0 2
"803" 91401 1 0.844 0.543 914 17 0 2
"804" 91402 2 0.747 0.543 914 NA 0 2
"805" 91801 1 -0.372 0.543 918 15 0 1
"806" 92301 1 -0.427 0.543 923 17 1 3
"807" 92302 2 1.088 0.543 923 17 1 3
"808" 92303 3 0.5 0.543 923 15 1 3
"809" 92801 1 1.093 0.543 928 16 0 2
"810" 92802 2 0.443 0.543 928 21 0 2
"811" 93001 NA NA NA 930 NA 0 4
"812" 93002 NA NA NA 930 NA 0 4
"813" 93003 NA NA NA 930 NA 0 4
"814" 93004 NA NA NA 930 NA 0 4
"815" 93201 1 2.157 0.543 932 NA 0 3
"816" 93202 2 0.799 0.543 932 18 0 3
"817" 93203 3 0.359 0.543 932 17 1 3
"818" 93501 1 1.665 0.543 935 16 0 3
"819" 93502 2 0.776 0.543 935 NA 0 3
"820" 93503 3 0.962 0.543 935 16 0 3
"821" 93601 1 1.066 0.543 936 16 0 3
"822" 93602 2 0.015 0.543 936 18 0 3
"823" 93603 3 2.17 0.573 936 18 0 3
"824" 93901 1 -1.557 0.543 939 17 0 4
"825" 93902 2 -0.616 0.573 939 16 1 4
"826" 93903 NA NA NA 939 14 0 4
"827" 93904 NA NA NA 939 NA 0 4
"828" 94001 1 1.886 0.543 940 NA 0 2
"829" 94002 2 0.695 0.543 940 17 0 2
"830" 94201 1 1.296 0.543 942 15 0 2
"831" 94202 2 -0.261 0.543 942 17 0 2
"832" 94901 1 -0.18 0.543 949 NA 0 2
"833" 94902 2 -2.621 0.543 949 18 0 2
"834" 95001 1 -0.048 0.543 950 13 0 1
"835" 95201 1 0.947 0.543 952 13 0 1
"836" 95301 1 -0.375 0.543 953 NA 0 2
"837" 95302 NA NA NA 953 13 0 2
"838" 95401 1 1.274 0.573 954 NA 1 2
"839" 95402 2 0.908 0.573 954 NA 0 2
"840" 96201 1 0.52 0.543 962 14 0 3
"841" 96202 2 -0.06 0.543 962 NA 0 3
"842" 96203 3 0.04 0.543 962 13 0 3
"843" 96401 NA NA NA 964 NA 0 1
"844" 96601 1 0.094 0.543 966 NA 0 2
"845" 96602 NA NA NA 966 NA 0 2
"846" 96701 1 1.531 0.543 967 18 0 2
"847" 96702 2 2.349 0.543 967 18 0 2
"848" 97101 1 -0.413 0.543 971 NA 0 2
"849" 97102 2 1.978 0.543 971 17 0 2
"850" 97401 1 -0.221 0.543 974 21 0 2
"851" 97402 2 -0.302 0.543 974 20 0 2
"852" 97501 NA NA NA 975 17 0 2
"853" 97502 NA NA NA 975 18 0 2
"854" 97801 1 1.636 0.543 978 21 0 2
"855" 97802 NA NA NA 978 23 1 2
"856" 97901 1 -0.629 0.587 979 16 1 2
"857" 97902 2 -0.083 0.573 979 14 0 2
"858" 98101 1 -0.549 0.543 981 18 0 2
"859" 98102 2 -0.232 0.543 981 20 0 2
"860" 98601 NA NA NA 986 NA 0 1
"861" 98801 1 -1.002 0.543 988 NA 0 1
"862" 99201 1 1.787 0.543 992 19 0 3
"863" 99202 2 0.583 0.543 992 15 0 3
"864" 99203 3 1.042 0.543 992 17 0 3
"865" 99501 NA NA NA 995 14.5 0 2
"866" 99502 2 0.683 0.543 995 NA 0 2
"867" 99801 1 -0.076 0.543 998 16 0 5
"868" 99802 2 1.837 0.543 998 NA 0 5
"869" 99803 3 1.86 0.573 998 NA 0 5
"870" 99804 NA NA NA 998 NA 0 5
"871" 99805 NA NA NA 998 NA 0 5
"872" 99901 1 1.49 0.543 999 16 0 2
"873" 99902 2 2.685 0.543 999 16 1 2
"874" 100501 1 -0.456 0.573 1005 19 0 5
"875" 100502 NA NA NA 1005 16 0 5
"876" 100503 3 -1.058 0.543 1005 NA 1 5
"877" 100504 4 0.389 0.543 1005 NA 0 5
"878" 100505 5 0.151 0.543 1005 12 0 5
"879" 100801 NA NA NA 1008 NA 1 1
"880" 100901 1 2.846 0.543 1009 17 0 1
"881" 101501 1 2.259 0.543 1015 16 0 4
"882" 101502 2 0.43 0.543 1015 18 0 4
"883" 101503 3 2.008 0.543 1015 NA 0 4
"884" 101504 4 1.102 0.573 1015 NA 0 4
"885" 101601 NA NA NA 1016 NA 0 1
"886" 101701 1 0.465 0.543 1017 17 0 2
"887" 101702 2 -0.545 0.543 1017 16 0 2
"888" 101801 NA NA NA 1018 NA 0 2
"889" 101802 2 2.123 0.543 1018 NA 0 2
"890" 101901 1 2.289 0.543 1019 NA 0 3
"891" 101902 2 -4.464 0.646 1019 NA 1 3
"892" 101903 NA NA NA 1019 NA 0 3
"893" 102401 1 0.603 0.543 1024 17 0 1
"894" 102501 NA NA NA 1025 NA 0 5
"895" 102502 2 -0.258 0.555 1025 NA 0 5
"896" 102503 3 -0.372 0.573 1025 14 0 5
"897" 102504 4 -2.592 0.543 1025 13 0 5
"898" 102505 5 -1.888 0.543 1025 NA 0 5
"899" 103001 1 0.635 0.543 1030 15 0 4
"900" 103002 2 -1.083 0.543 1030 18 0 4
"901" 103003 3 -1.161 0.543 1030 17 0 4
"902" 103004 4 -1.281 0.573 1030 NA 0 4
"903" 103301 1 -4.345 0.543 1033 20 0 4
"904" 103302 2 -1.53 0.543 1033 12 0 4
"905" 103303 NA NA NA 1033 NA 0 4
"906" 103304 NA NA NA 1033 NA 0 4
"907" 103401 NA NA NA 1034 13.5 0 3
"908" 103402 2 -0.455 0.543 1034 16 0 3
"909" 103403 3 -0.058 0.543 1034 15 0 3
"910" 103501 1 0.282 0.543 1035 16 1 2
"911" 103502 NA NA NA 1035 NA 1 2
"912" 103601 1 1.652 0.573 1036 NA 0 1
"913" 103801 1 -2.414 0.543 1038 16 0 2
"914" 103802 2 0.485 0.543 1038 16 0 2
"915" 103901 1 0.043 0.543 1039 16 0 1
"916" 104001 1 -0.557 0.543 1040 14 0 1
"917" 104801 1 2.617 0.543 1048 NA 0 2
"918" 104802 2 3.157 0.573 1048 17 0 2
"919" 104901 1 2.004 0.573 1049 NA 0 3
"920" 104902 2 1.615 0.543 1049 NA 0 3
"921" 104903 3 1.819 0.543 1049 NA 0 3
"922" 105001 1 2.567 0.573 1050 NA 0 1
"923" 105601 1 -0.237 0.543 1056 15.5 0 3
"924" 105602 2 0.516 0.543 1056 17 0 3
"925" 105603 3 -1.65 0.543 1056 16 0 3
"926" 105701 NA NA NA 1057 15.5 0 4
"927" 105702 2 -1.564 0.578 1057 15 0 4
"928" 105703 3 -2.338 0.543 1057 13.5 0 4
"929" 105704 4 -2.267 0.543 1057 14.5 0 4
"930" 106301 1 -2.375 0.543 1063 16 0 2
"931" 106302 2 -0.718 0.543 1063 13 0 2
"932" 106501 1 0.494 0.573 1065 NA 0 3
"933" 106502 2 0.113 0.543 1065 NA 0 3
"934" 106503 3 0.533 0.543 1065 20 1 3
"935" 106901 1 -2.6 0.543 1069 NA 0 2
"936" 106902 2 -0.939 0.543 1069 14 0 2
"937" 107001 1 -0.624 0.543 1070 14 0 3
"938" 107002 2 -0.405 0.543 1070 14 0 3
"939" 107003 3 -0.265 0.543 1070 NA 0 3
"940" 107101 1 -0.379 0.543 1071 14.5 0 3
"941" 107102 2 -1.839 0.543 1071 14 0 3
"942" 107103 3 0.395 0.543 1071 17 0 3
"943" 107401 NA NA NA 1074 NA 1 1
"944" 107601 1 0.496 0.543 1076 14 1 1
"945" 107701 1 -1.335 0.543 1077 15.5 0 3
"946" 107702 2 -2.299 0.543 1077 15 0 3
"947" 107703 3 1.197 0.698 1077 16 1 3
"948" 107901 1 0.233 0.543 1079 17 0 1
"949" 108001 1 1.693 0.543 1080 17 0 3
"950" 108002 2 2.398 0.543 1080 16 0 3
"951" 108003 3 0.831 0.543 1080 16 0 3
"952" 108201 1 2.055 0.543 1082 17 1 2
"953" 108202 2 2.346 0.543 1082 18 1 2
"954" 108301 1 1.64 0.543 1083 17 1 2
"955" 108302 NA NA NA 1083 16 0 2
"956" 108601 NA NA NA 1086 NA 0 1
"957" 108701 1 0.497 0.543 1087 NA 1 5
"958" 108702 2 2.799 0.573 1087 NA 0 5
"959" 108703 3 2.758 0.573 1087 NA 0 5
"960" 108704 NA NA NA 1087 NA 0 5
"961" 108705 NA NA NA 1087 NA 0 5
"962" 108801 1 4.079 0.573 1088 17 0 6
"963" 108802 NA NA NA 1088 NA 0 6
"964" 108803 NA NA NA 1088 NA 0 6
"965" 108804 NA NA NA 1088 NA 0 6
"966" 108805 NA NA NA 1088 NA 0 6
"967" 108806 NA NA NA 1088 NA 0 6
"968" 109001 1 0.148 0.573 1090 15 0 3
"969" 109002 2 -1.018 0.543 1090 NA 0 3
"970" 109003 NA NA NA 1090 15 0 3
"971" 109301 1 2.354 0.543 1093 NA 0 3
"972" 109302 2 0.323 0.543 1093 NA 0 3
"973" 109303 3 0.812 0.573 1093 NA 0 3
"974" 110101 NA NA NA 1101 NA 0 2
"975" 110102 NA NA NA 1101 NA 0 2
"976" 110301 1 1.969 0.543 1103 15 0 1
"977" 110401 1 2.73 0.543 1104 15 0 1
"978" 110801 1 0.559 0.543 1108 16 1 2
"979" 110802 NA NA NA 1108 16 0 2
"980" 111001 NA NA NA 1110 13 0 1
"981" 111101 1 0.642 0.543 1111 17 0 2
"982" 111102 2 1.048 0.543 1111 17 0 2
"983" 111201 1 0.797 0.543 1112 17 1 2
"984" 111202 2 -1.394 0.573 1112 21 0 2
"985" 111601 1 0.71 0.543 1116 14 0 2
"986" 111602 2 0.74 0.543 1116 NA 0 2
"987" 111701 NA NA NA 1117 NA 1 3
"988" 111702 2 3.018 0.543 1117 NA 0 3
"989" 111703 3 1.303 0.573 1117 NA 0 3
"990" 111801 1 -1.085 0.543 1118 15 1 1
"991" 112101 NA NA NA 1121 NA 0 2
"992" 112102 NA NA NA 1121 NA 0 2
"993" 112301 1 -3.86 0.543 1123 NA 0 5
"994" 112302 2 -1.703 0.543 1123 17 0 5
"995" 112303 3 2.746 0.543 1123 14.5 0 5
"996" 112304 4 1.918 0.543 1123 16 0 5
"997" 112305 5 1.878 0.543 1123 14 0 5
"998" 112601 NA NA NA 1126 NA 0 3
"999" 112602 NA NA NA 1126 NA 0 3
"1000" 112603 NA NA NA 1126 NA 0 3
"1001" 112801 NA NA NA 1128 NA 0 1
"1002" 113001 1 1.559 0.543 1130 NA 0 2
"1003" 113002 2 -1.814 0.573 1130 NA 0 2
"1004" 113101 1 -0.58 0.543 1131 NA 1 1
"1005" 113201 1 1.128 0.543 1132 17 1 2
"1006" 113202 2 -0.131 0.543 1132 17 0 2
"1007" 113301 NA NA NA 1133 NA 0 3
"1008" 113302 NA NA NA 1133 NA 0 3
"1009" 113303 NA NA NA 1133 NA 0 3
"1010" 113501 NA NA NA 1135 NA 0 2
"1011" 113502 NA NA NA 1135 NA 0 2
"1012" 113601 NA NA NA 1136 NA 0 2
"1013" 113602 NA NA NA 1136 NA 0 2
"1014" 114101 1 0.175 0.543 1141 16 0 2
"1015" 114102 2 0.431 0.543 1141 15 0 2
"1016" 114701 1 0.29 0.573 1147 15 0 2
"1017" 114702 2 0.247 0.543 1147 14 0 2
"1018" 115201 NA NA NA 1152 14 1 3
"1019" 115202 2 -0.73 0.543 1152 18 0 3
"1020" 115203 3 0.936 0.573 1152 NA 0 3
"1021" 115501 NA NA NA 1155 NA 0 1
"1022" 115701 1 0.837 0.543 1157 16 0 2
"1023" 115702 2 2.713 0.543 1157 NA 1 2
"1024" 115801 1 1.3 0.543 1158 17 1 2
"1025" 115802 2 -0.11 0.543 1158 NA 0 2
"1026" 115901 1 1.65 0.543 1159 17 0 2
"1027" 115902 NA NA NA 1159 NA 0 2
"1028" 116001 1 0.236 0.543 1160 20 0 6
"1029" 116002 2 -2.847 0.543 1160 16 0 6
"1030" 116003 NA NA NA 1160 NA 0 6
"1031" 116004 4 0.602 0.543 1160 NA 0 6
"1032" 116005 5 0.692 0.573 1160 NA 0 6
"1033" 116006 6 0.686 0.543 1160 NA 0 6
"1034" 116101 1 0.041 0.543 1161 12 1 2
"1035" 116102 2 1.165 0.543 1161 17 0 2
"1036" 116201 NA NA NA 1162 NA 0 1
"1037" 116301 1 2.055 0.543 1163 15 0 2
"1038" 116302 2 -0.646 0.543 1163 17 1 2
"1039" 116401 1 -2.334 0.543 1164 NA 0 2
"1040" 116402 2 -0.536 0.543 1164 12 0 2
"1041" 116501 1 -1.232 0.543 1165 17 0 3
"1042" 116502 2 -0.512 0.543 1165 13 0 3
"1043" 116503 3 -1.295 0.543 1165 23 0 3
"1044" 116601 1 -1.25 0.543 1166 21 0 2
"1045" 116602 2 -2.185 0.543 1166 14 0 2
"1046" 116701 NA NA NA 1167 NA 1 2
"1047" 116702 NA NA NA 1167 NA 0 2
"1048" 116801 1 0.792 0.543 1168 NA 0 1
"1049" 117001 NA NA NA 1170 17 1 4
"1050" 117002 NA NA NA 1170 17 0 4
"1051" 117003 NA NA NA 1170 18 0 4
"1052" 117004 4 0.367 0.543 1170 16 0 4
"1053" 117201 1 1.334 0.543 1172 16 0 3
"1054" 117202 2 -1.253 0.543 1172 NA 1 3
"1055" 117203 3 -0.137 0.543 1172 17 0 3
"1056" 117701 1 1.998 0.543 1177 NA 0 2
"1057" 117702 2 1.574 0.543 1177 NA 0 2
"1058" 117901 1 -1.143 0.543 1179 14 0 2
"1059" 117902 2 -0.692 0.543 1179 15 0 2
"1060" 118101 1 0.764 0.543 1181 15 0 3
"1061" 118102 2 1.26 0.543 1181 16 0 3
"1062" 118103 NA NA NA 1181 NA 0 3
"1063" 118401 1 2.734 0.543 1184 16 1 3
"1064" 118402 2 2.351 0.543 1184 16 1 3
"1065" 118403 NA NA NA 1184 NA 0 3
"1066" 118701 1 1.995 0.543 1187 16 0 3
"1067" 118702 2 0.6 0.543 1187 18 0 3
"1068" 118703 3 -0.234 0.543 1187 16 0 3
"1069" 118901 1 1.57 0.543 1189 19 0 2
"1070" 118902 2 0.451 0.543 1189 14 0 2
"1071" 119101 1 -0.672 0.543 1191 14 0 1
"1072" 119501 NA NA NA 1195 NA 0 2
"1073" 119502 NA NA NA 1195 NA 0 2
"1074" 119901 1 0.792 0.543 1199 22 0 2
"1075" 119902 2 -4.998 0.646 1199 NA 0 2
"1076" 120001 1 0.818 0.543 1200 21 0 2
"1077" 120002 NA NA NA 1200 16 0 2
"1078" 120201 1 -1.448 0.543 1202 17 0 2
"1079" 120202 2 0.89 0.573 1202 12 0 2
"1080" 120301 1 -1.21 0.543 1203 14 0 2
"1081" 120302 NA NA NA 1203 16 0 2
"1082" 120701 1 -1.834 0.573 1207 NA 0 2
"1083" 120702 2 1.135 0.543 1207 17 0 2
"1084" 120901 1 -0.859 0.543 1209 14.5 0 3
